Year,Status,Life Expectancy,Adult Mortality,Infant Deaths,Alcohol,Percentage Expenditure,Hepatitis B,Measles,BMI,Under-Five Deaths,Polio,Health Expenditure,Diphtheria,HIV/AIDS,GDP,Population,Income Composition of Resources,Schooling,Thinness 5-19 Years
2009,Developing,74.7,95.0,1,1.62,8.14,81.0,22,Obese,1,75.0,7.42,81.0,0.1,84.269,4183156.0,0.746,13.2,9.4
2008,Developing,74.5,98.0,1,1.67,69.139,81.0,24,Obese,1,75.0,8.7,81.0,0.1,712.776,411147.0,0.74,13.1,9.4
2007,Developing,74.4,98.0,1,1.72,8.907,8.0,373,Obese,1,75.0,8.9,8.0,0.1,614.271,486466.0,0.731,12.9,9.3
2006,Developing,74.1,1.0,1,1.82,534.58,78.0,956,Obese,1,75.0,8.83,78.0,0.1,5372.659,45735.0,0.733,13.2,9.3
2005,Developing,73.9,11.0,1,1.94,630.054,77.0,618,Underweight,1,74.0,8.42,77.0,0.1,5339.441,3986852.0,0.0,13.7,9.3
2004,Developing,73.7,13.0,1,2.1,618.361,75.0,213,Underweight,1,74.0,8.91,75.0,0.1,5424.224,3863267.0,0.0,14.2,9.3
2003,Developing,73.5,15.0,1,2.19,527.918,74.0,526,Obese,1,74.0,9.3,74.0,0.1,5425.67,371464.0,0.0,14.8,9.5
2002,Developing,73.2,17.0,1,1.98,70.132,77.0,36,Obese,1,77.0,1.5,77.0,0.1,5436.595,3522837.0,0.0,15.2,9.5
2001,Developing,73.0,11.0,1,2.19,510.604,8.0,8,Obese,1,8.0,1.9,8.0,0.1,5253.123,3359859.0,0.0,15.0,9.600000000000001
2000,Developing,72.7,112.0,1,2.26,404.388,83.0,5,Obese,1,83.0,1.86,83.0,0.1,5334.933,3235366.0,0.0,14.9,9.7
2014,Developing,52.1,522.0,4,0.01,162.128,93.0,0,Obese,6,9.0,1.62,93.0,9.4,1174.839,2145785.0,0.491,10.8,11.399999999999999
2013,Developing,52.1,518.0,4,0.01,153.344,93.0,516,Obese,6,9.0,11.7,93.0,9.6,1196.134,2117361.0,0.484,11.1,12.0
2012,Developing,52.2,513.0,4,0.01,168.135,95.0,179,Underweight,6,93.0,11.14,95.0,9.0,1281.516,289928.0,0.479,11.0,12.600000000000001
2011,Developing,52.3,52.0,4,2.39,195.825,96.0,172,Underweight,6,95.0,11.79,96.0,10.5,1352.384,264166.0,0.469,11.0,13.399999999999999
2010,Developing,51.1,527.0,4,2.71,154.871,93.0,2488,Overweight,6,92.0,1.87,93.0,13.4,1173.262,24551.0,0.464,10.9,14.2
2009,Developing,49.4,566.0,4,2.75,104.314,91.0,0,Overweight,6,89.0,9.8,91.0,18.2,923.137,21929.0,0.453,10.8,15.0
2008,Developing,47.8,592.0,5,2.75,91.854,88.0,0,Overweight,6,86.0,8.85,88.0,27.3,934.429,199993.0,0.447,10.7,15.8
2007,Developing,46.2,633.0,4,2.69,9.184,9.0,2,Overweight,6,87.0,8.47,88.0,30.0,918.433,1982287.0,0.44,10.6,16.700000000000003
2006,Developing,45.3,654.0,5,2.61,71.156,91.0,1,Overweight,6,88.0,7.12,89.0,34.1,915.776,1965662.0,0.437,10.7,17.5
2005,Developing,44.5,675.0,5,2.67,57.904,87.0,0,Overweight,6,88.0,6.3,89.0,34.8,862.946,1949543.0,0.437,10.7,18.5
2004,Developing,44.8,666.0,5,1.8,67.914,6.0,31,Overweight,7,89.0,6.96,9.0,34.6,781.515,1933728.0,0.439,10.7,19.4
2003,Developing,45.5,648.0,5,1.99,5.301,17.0,1,Overweight,7,9.0,7.13,9.0,33.8,63.636,191897.0,0.44,10.5,2.3
2014,Developing,58.1,329.0,8,0.01,54.374,5.0,34,Overweight,11,49.0,1.4,5.0,0.9,458.465,439737.0,0.426,9.9,13.2
2013,Developing,61.1,258.0,9,0.01,45.049,76.0,0,Overweight,11,75.0,9.25,76.0,1.1,454.122,4286291.0,0.419,9.8,13.5
2012,Developing,67.0,261.0,9,0.01,48.099,8.0,43,Overweight,12,8.0,1.19,8.0,1.2,415.362,4181563.0,0.416,9.6,13.9
2011,Developing,62.0,266.0,9,3.72,60.447,77.0,279,Overweight,12,77.0,11.23,77.0,1.5,379.69,47167.0,0.406,9.5,14.2
2010,Developing,59.7,272.0,9,3.64,41.911,47.0,2200,Normal,13,71.0,11.87,7.0,1.8,327.426,3948125.0,0.403,9.6,14.600000000000001
2009,Developing,59.2,277.0,10,3.75,5.592,64.0,6,Normal,13,84.0,14.39,81.0,2.1,33.667,3811528.0,0.4,9.7,15.0
2008,Developing,58.6,281.0,10,3.88,40.033,64.0,1,Normal,14,79.0,11.83,75.0,2.4,232.617,3662993.0,0.394,9.8,15.3
2014,Developed,73.4,169.0,0,15.19,2211.744,94.0,11,Obese,0,93.0,6.55,93.0,0.1,16554.971,2932367.0,0.841,16.5,5.300000000000001
2013,Developed,73.0,178.0,0,15.04,1968.817,93.0,35,Obese,0,93.0,6.59,93.0,0.1,15712.824,2957689.0,0.834,16.4,5.4
2012,Developed,73.0,176.0,0,15.14,1807.071,93.0,0,Underweight,0,93.0,6.67,93.0,0.1,14341.836,2987773.0,0.83,16.5,5.4
2011,Developed,72.8,18.0,0,12.66,1758.823,95.0,7,Underweight,0,92.0,6.86,92.0,0.1,14357.737,328115.0,0.826,16.7,5.5
2010,Developed,72.4,188.0,0,12.9,1423.802,94.0,2,Underweight,0,95.0,7.9,95.0,0.1,11984.869,397282.0,0.824,16.8,5.6
2009,Developed,72.2,192.0,0,12.4,1446.529,95.0,0,Obese,0,98.0,7.53,98.0,0.1,11837.391,3162916.0,0.825,16.6,5.699999999999999
2008,Developed,71.1,224.0,0,13.3,1888.15,96.0,1,Obese,0,96.0,6.61,96.0,0.1,14961.568,3198231.0,0.82,16.5,5.8
2007,Developed,72.0,24.0,0,13.4,1581.512,96.0,0,Obese,0,95.0,6.22,95.0,0.1,12297.915,3231294.0,0.812,16.4,5.9
2006,Developed,76.0,229.0,0,12.7,116.505,95.0,1,Obese,0,94.0,6.2,94.0,0.1,924.643,326999.0,0.807,16.4,6.0
2005,Developed,78.0,222.0,0,12.3,913.7,95.0,1,Obese,0,93.0,5.83,94.0,0.1,7863.163,3322528.0,0.798,16.2,6.1
2004,Developed,71.6,24.0,0,12.1,76.362,94.0,1,Obese,0,9.0,5.67,94.0,0.1,676.967,337775.0,0.792,16.3,6.2
2003,Developed,71.6,22.0,0,11.29,80.997,95.0,1,Obese,0,91.0,6.46,94.0,0.1,555.536,3415213.0,0.78,15.8,6.4
2002,Developed,71.4,22.0,0,11.0,561.917,94.0,103,Obese,0,97.0,6.4,95.0,0.1,4146.988,344367.0,0.77,15.3,6.6
2001,Developed,71.2,21.0,0,10.2,42.872,95.0,7,Obese,0,97.0,6.26,95.0,0.1,353.147,347818.0,0.757,14.7,6.6
2000,Developed,71.6,2.0,0,9.87,373.261,98.0,19,Obese,0,92.0,6.46,94.0,0.1,3297.355,3499536.0,0.745,14.0,6.8
2014,Developed,81.7,65.0,0,11.12,16255.162,94.0,0,Underweight,0,99.0,6.94,99.0,0.1,119172.742,556319.0,0.892,13.9,1.9
2013,Developed,81.4,68.0,0,11.02,15515.752,94.0,0,Underweight,0,99.0,7.1,99.0,0.1,113751.85,54336.0,0.892,13.9,1.8
2012,Developed,81.1,7.0,0,11.34,2284.582,94.0,2,Underweight,0,99.0,7.18,99.0,0.1,16749.136,53946.0,0.892,13.9,1.8
2011,Developed,88.0,72.0,0,11.5,17028.528,95.0,6,Obese,0,96.0,7.34,99.0,0.1,115761.577,518347.0,0.894,13.9,1.8
2010,Developed,86.0,73.0,0,11.36,2267.252,94.0,0,Obese,0,96.0,7.68,99.0,0.1,14965.361,56953.0,0.884,13.7,1.8
2009,Developed,83.0,76.0,0,11.42,2052.393,95.0,0,Obese,0,96.0,8.11,99.0,0.1,13198.669,497783.0,0.888,13.5,1.8
2008,Developed,80.0,8.0,0,11.53,18961.349,94.0,1,Obese,0,96.0,7.34,99.0,0.1,114293.843,48865.0,0.887,13.5,1.8
2007,Developed,79.7,82.0,0,11.75,267.051,87.0,0,Obese,0,96.0,6.8,99.0,0.1,1618.493,479993.0,0.877,13.5,1.8
2006,Developed,79.4,85.0,0,11.98,15345.491,95.0,8,Obese,0,99.0,7.75,99.0,0.1,89739.712,472637.0,0.88,13.5,1.8
2005,Developed,78.8,9.0,0,11.84,1346.247,95.0,0,Obese,0,99.0,7.95,99.0,0.1,8289.696,465158.0,0.874,13.5,1.9
2004,Developed,78.7,92.0,0,12.42,12372.052,94.0,0,Obese,0,99.0,8.2,99.0,0.1,75716.352,45895.0,0.867,13.5,1.9
2003,Developed,78.6,92.0,0,12.61,10111.389,95.0,1,Obese,0,99.0,7.67,98.0,0.1,65445.885,45163.0,0.865,13.6,1.9
2002,Developed,78.3,95.0,0,12.91,910.506,95.0,0,Obese,0,99.0,8.27,99.0,0.1,5293.641,446175.0,0.86,13.5,1.9
2001,Developed,78.0,96.0,0,12.89,7877.337,86.0,0,Obese,0,99.0,7.4,99.0,0.1,48179.428,441525.0,0.854,13.4,2.0
2000,Developed,77.8,98.0,0,13.14,8246.13,77.0,0,Obese,0,99.0,7.48,99.0,0.1,48735.995,4363.0,0.848,13.5,2.0
2014,Developing,65.1,225.0,29,0.01,5.339,73.0,3,Underweight,39,73.0,3.4,73.0,0.3,452.463,2358981.0,0.509,10.3,14.3
2013,Developing,64.7,23.0,29,0.87,79.509,74.0,6,Normal,40,73.0,4.15,74.0,0.4,461.724,22961146.0,0.508,10.3,14.5
2012,Developing,64.3,235.0,30,0.87,59.979,7.0,2,Normal,42,71.0,3.46,7.0,0.4,443.961,22346573.0,0.506,10.2,14.7
2011,Developing,63.8,241.0,31,0.97,78.8,73.0,0,Normal,43,73.0,4.24,73.0,0.4,454.963,21743949.0,0.504,10.2,14.9
2010,Developing,63.3,248.0,32,1.03,76.604,7.0,1,Underweight,45,7.0,4.86,7.0,0.5,412.739,2115164.0,0.503,10.2,15.1
2009,Developing,62.8,254.0,33,0.91,71.166,77.0,0,Underweight,47,76.0,4.7,77.0,0.5,415.689,2569121.0,0.5,9.7,15.3
2008,Developing,62.3,259.0,34,0.68,6.449,77.0,3,Underweight,49,77.0,4.5,77.0,0.5,47.733,19996469.0,0.491,9.4,15.5
2007,Developing,61.9,261.0,35,0.71,55.43,84.0,0,Underweight,51,83.0,4.98,84.0,0.6,377.848,19433523.0,0.483,9.1,15.7
2006,Developing,61.4,263.0,36,0.68,38.419,82.0,2,Underweight,54,83.0,5.11,85.0,0.6,292.157,1888268.0,0.478,9.0,15.9
2005,Developing,69.0,265.0,37,0.72,33.748,81.0,0,Underweight,56,8.0,5.3,85.0,0.6,274.82,18336724.0,0.473,8.9,16.1
2004,Developing,64.0,267.0,38,0.81,23.728,71.0,35558,Underweight,58,74.0,4.89,78.0,0.6,245.124,1782997.0,0.466,8.7,16.299999999999997
2003,Developing,59.9,268.0,40,0.93,37.129,61.0,62233,Underweight,60,65.0,4.81,66.0,0.7,316.8,17279141.0,0.457,8.5,16.6
2002,Developing,59.3,271.0,41,0.9,47.526,51.0,10795,Underweight,63,61.0,5.29,62.0,0.7,262.286,16765117.0,0.462,8.3,16.9
2014,Developing,57.6,377.0,27,0.01,59.487,91.0,3,Normal,40,87.0,11.38,91.0,5.1,354.725,1768838.0,0.466,10.7,12.8
2013,Developing,56.7,394.0,29,0.01,55.831,89.0,1,Normal,42,89.0,1.96,89.0,6.3,332.922,16577147.0,0.459,10.7,12.9
2012,Developing,55.3,42.0,31,0.01,82.769,96.0,11,Underweight,46,95.0,12.6,96.0,8.3,374.519,169735.0,0.454,10.7,13.1
2011,Developing,54.1,441.0,32,1.23,13.776,97.0,26,Underweight,50,97.0,11.67,97.0,11.2,512.125,15627618.0,0.444,10.6,13.3
2010,Developing,52.9,462.0,35,1.08,9.728,93.0,118712,Underweight,54,86.0,1.5,93.0,13.7,458.868,1516795.0,0.43,10.2,13.5
2009,Developing,51.5,491.0,36,1.16,7.915,93.0,21,Underweight,56,93.0,1.18,93.0,14.9,42.738,1471462.0,0.415,9.9,13.7
2008,Developing,50.0,525.0,36,1.27,74.345,91.0,20,Underweight,58,92.0,1.7,91.0,16.9,372.843,14271234.0,0.4,9.6,13.9
2007,Developing,48.5,559.0,37,1.18,4.27,87.0,143,Underweight,59,88.0,9.31,87.0,19.3,32.223,1384969.0,0.387,9.7,14.1
2006,Developing,47.1,587.0,38,1.18,6.847,99.0,1,Underweight,61,99.0,8.99,99.0,21.1,297.697,13429262.0,0.377,9.6,14.399999999999999
2005,Developing,46.0,66.0,39,1.04,5.671,93.0,184,Underweight,62,94.0,8.2,93.0,22.4,28.367,1339711.0,0.371,9.7,14.600000000000001
2004,Developing,45.1,615.0,40,1.11,58.136,89.0,1116,Underweight,65,94.0,7.82,89.0,23.4,274.226,1267638.0,0.366,10.0,14.9
2003,Developing,44.6,613.0,43,1.08,4.375,84.0,167,Underweight,70,85.0,6.35,84.0,24.2,26.153,12336687.0,0.362,10.3,15.1
2002,Developing,44.0,67.0,46,1.1,3.885,64.0,92,Underweight,75,79.0,4.82,64.0,24.7,29.98,1213711.0,0.388,10.4,15.3
2014,Developing,74.8,126.0,4,0.52,721.366,96.0,221,Obese,4,97.0,4.17,97.0,0.1,11183.962,322817.0,0.783,13.0,15.0
2013,Developing,74.6,128.0,3,0.53,110.678,96.0,195,Obese,4,97.0,4.2,97.0,0.1,1882.278,2976724.0,0.779,12.9,15.399999999999999
2012,Developing,74.5,129.0,3,0.53,101.609,97.0,1868,Obese,4,97.0,4.1,97.0,0.1,1779.496,2917456.0,0.776,12.9,15.600000000000001
2011,Developing,74.3,13.0,3,0.51,9.23,96.0,1569,Obese,4,96.0,3.89,96.0,0.1,145.126,28635128.0,0.774,13.0,15.8
2010,Developing,74.1,131.0,3,0.49,65.567,96.0,73,Obese,4,96.0,3.99,96.0,0.1,971.357,28112289.0,0.764,12.8,16.2
2009,Developing,74.0,131.0,3,0.47,431.545,96.0,153,Obese,4,97.0,3.97,97.0,0.1,7326.744,2765383.0,0.756,12.6,16.5
2008,Developing,73.8,132.0,3,0.47,438.452,97.0,334,Obese,4,97.0,3.47,97.0,0.1,8513.63,2711169.0,0.747,12.5,16.8
2007,Developing,73.7,133.0,3,0.43,409.981,96.0,394,Obese,4,97.0,3.61,97.0,0.1,7269.171,26625845.0,0.736,12.3,17.2
2006,Developing,73.6,134.0,3,0.42,365.911,95.0,564,Obese,4,95.0,3.65,95.0,0.1,6222.983,26143566.0,0.732,12.7,17.4
2005,Developing,73.4,135.0,3,0.46,297.591,96.0,1407,Underweight,4,96.0,3.29,96.0,0.1,5593.823,25659393.0,0.734,12.9,17.8
2004,Developing,73.2,137.0,3,0.49,315.664,94.0,5729,Overweight,4,95.0,3.74,95.0,0.1,4955.478,2517419.0,0.731,12.7,18.1
2003,Developing,73.1,138.0,3,0.48,264.25,95.0,632,Overweight,4,96.0,3.95,96.0,0.1,4463.676,2468873.0,0.724,12.1,18.4
2002,Developing,72.9,14.0,4,0.49,216.703,95.0,408,Overweight,4,94.0,3.4,94.0,0.1,4167.364,24198811.0,0.723,12.0,18.8
2001,Developing,72.7,144.0,4,0.53,210.242,95.0,2198,Overweight,5,95.0,3.4,96.0,0.1,3915.115,2369897.0,0.725,11.9,19.1
2000,Developing,72.4,149.0,4,0.54,23.372,97.0,6187,Overweight,5,98.0,3.4,98.0,0.1,445.175,2318568.0,0.715,11.6,19.4
2014,Developing,78.2,62.0,0,0.01,2051.749,99.0,0,Overweight,0,99.0,13.73,99.0,0.1,7716.242,41.0,0.693,12.7,27.299999999999997
2013,Developing,77.9,64.0,0,0.01,1626.591,99.0,0,Overweight,0,99.0,11.16,99.0,0.1,7112.336,393.0,0.683,12.4,27.5
2012,Developing,77.6,65.0,0,0.01,1259.94,99.0,0,Normal,0,99.0,9.16,99.0,0.1,6541.746,385.0,0.675,12.1,27.700000000000003
2011,Developing,77.3,67.0,0,1.92,1079.894,96.0,0,Normal,0,96.0,8.11,96.0,0.1,6497.554,377.0,0.663,11.8,27.9
2010,Developing,76.7,73.0,0,1.83,91.14,97.0,0,Normal,0,97.0,7.93,96.0,0.1,633.795,367.0,0.653,11.6,28.1
2009,Developing,76.3,75.0,0,1.59,100.503,98.0,6,Normal,0,98.0,9.22,98.0,0.1,597.166,36.0,0.651,11.8,28.299999999999997
2008,Developing,75.9,81.0,0,1.76,1077.712,98.0,0,Underweight,0,98.0,9.3,98.0,0.1,5828.621,362.0,0.641,11.8,28.5
2007,Developing,75.4,82.0,0,1.78,6.491,98.0,20,Normal,0,98.0,6.64,98.0,0.1,52.862,349.0,0.632,11.9,28.700000000000003
2006,Developing,75.0,88.0,0,1.62,659.85,98.0,47,Normal,0,98.0,7.37,98.0,0.1,4428.523,333.0,0.622,12.0,28.8
2005,Developing,74.3,93.0,0,1.47,620.952,98.0,1395,Underweight,0,98.0,9.52,98.0,0.1,3488.494,321.0,0.625,12.1,28.9
2004,Developing,73.4,16.0,0,1.6,611.909,97.0,37,Underweight,0,96.0,5.89,96.0,0.1,3853.333,312.0,0.617,12.2,29.1
2003,Developing,72.7,112.0,0,1.75,491.498,98.0,75,Underweight,0,98.0,5.9,98.0,0.1,3432.248,34.0,0.601,11.8,29.299999999999997
2002,Developing,71.8,124.0,0,1.95,4.299,98.0,926,Underweight,0,98.0,5.78,98.0,0.1,32.372,297.0,0.597,12.0,29.299999999999997
2001,Developing,78.0,129.0,0,1.98,41.307,98.0,0,Underweight,0,97.0,5.84,98.0,0.1,298.676,292.0,0.587,11.8,29.5
2000,Developing,69.6,139.0,0,1.83,300.162,96.0,20,Underweight,0,98.0,8.0,98.0,0.1,2182.997,286.0,0.577,11.3,29.6
2014,Developing,57.8,272.0,52,0.01,46.562,73.0,290,Normal,85,74.0,6.86,73.0,1.6,825.573,16962846.0,0.43,8.2,15.600000000000001
2013,Developing,57.3,275.0,53,0.01,36.861,69.0,221,Normal,86,7.0,6.58,69.0,1.6,777.659,16477818.0,0.421,8.0,16.0
2012,Developing,57.2,27.0,53,0.01,96.547,66.0,341,Normal,88,72.0,6.47,66.0,1.5,777.348,16667.0,0.411,7.7,16.4
2011,Developing,56.8,271.0,54,0.61,101.811,66.0,24,Normal,90,72.0,6.59,66.0,1.5,835.89,1554989.0,0.404,7.5,16.8
2010,Developing,56.5,273.0,54,0.6,9.586,72.0,1719,Underweight,91,77.0,6.35,73.0,1.5,78.378,157585.0,0.396,7.3,17.3
2009,Developing,56.0,276.0,55,0.59,84.634,71.0,2939,Underweight,93,77.0,6.85,73.0,1.6,697.153,1466597.0,0.385,7.1,17.8
2008,Developing,55.5,278.0,55,0.57,102.141,74.0,98,Normal,94,74.0,6.74,74.0,1.6,689.678,14138216.0,0.36,5.8,18.2
2007,Developing,55.0,282.0,56,0.55,81.841,74.0,2,Normal,96,76.0,6.97,74.0,1.7,595.637,1367566.0,0.363,6.4,18.700000000000003
2006,Developing,54.3,288.0,57,0.53,67.709,9.0,128,Normal,98,79.0,6.56,78.0,1.8,521.643,1322764.0,0.35,6.1,19.2
2005,Developing,53.6,29.0,57,0.55,60.212,83.0,33,Underweight,101,78.0,6.34,77.0,1.9,487.943,12798763.0,0.338,5.8,19.6
2004,Developing,52.8,296.0,58,0.49,57.116,73.0,172,Underweight,103,7.0,6.28,69.0,2.0,439.357,1239196.0,0.333,5.5,2.1
2003,Developing,52.0,299.0,59,0.54,6.66,79.0,232,Underweight,106,67.0,6.25,63.0,2.2,391.791,125128.0,0.318,5.2,2.5
2014,Developed,81.4,55.0,0,8.49,409.6,9.0,0,Obese,0,99.0,9.75,99.0,0.1,2618.926,427364.0,0.847,14.3,1.6
2013,Developed,81.1,57.0,0,8.58,374.295,94.0,0,Obese,0,99.0,9.89,99.0,0.1,2393.189,423374.0,0.828,14.2,1.5
2012,Developed,81.0,58.0,0,7.67,343.123,93.0,0,Obese,0,99.0,9.95,99.0,0.1,2193.884,419455.0,0.821,14.1,1.5
2011,Developed,87.0,59.0,0,6.91,3601.287,82.0,3,Obese,0,96.0,9.6,96.0,0.1,22821.847,416268.0,0.826,14.8,1.5
2010,Developed,83.0,62.0,0,7.91,278.069,75.0,0,Obese,0,76.0,8.3,76.0,0.1,2187.795,41458.0,0.819,14.6,1.5
2009,Developed,82.0,63.0,0,7.38,335.518,86.0,1,Obese,0,73.0,8.33,73.0,0.1,2675.583,412477.0,0.815,14.4,1.5
2008,Developed,80.0,64.0,0,7.14,2655.574,86.0,1,Obese,0,72.0,8.15,72.0,0.1,21928.767,49379.0,0.813,14.6,1.4
2007,Developed,79.6,65.0,0,7.45,2578.888,82.0,2,Obese,0,76.0,8.36,74.0,0.1,19375.57,46724.0,0.808,14.4,1.4
2006,Developed,79.3,66.0,0,8.84,2380.7,86.0,1,Obese,0,83.0,8.93,85.0,0.1,16671.567,4538.0,0.809,14.8,1.4
2005,Developed,79.0,67.0,0,6.41,2247.036,85.0,6,Obese,0,94.0,8.83,92.0,0.1,15835.347,43834.0,0.805,14.8,1.4
2004,Developed,78.7,69.0,0,6.53,203.316,85.0,4,Obese,0,89.0,8.46,89.0,0.1,1519.55,41268.0,0.797,14.2,1.4
2003,Developed,78.5,71.0,0,6.7,1678.393,89.0,4,Obese,0,94.0,8.6,94.0,0.1,13689.99,398582.0,0.79,13.8,1.4
2014,Developing,63.0,26.0,8,0.01,80.927,84.0,14,Underweight,12,84.0,3.77,84.0,0.9,1326.669,46392.0,0.509,8.5,15.7
2013,Developing,62.7,28.0,8,0.01,8.88,8.0,62,Overweight,12,8.0,3.63,8.0,1.1,145.578,394617.0,0.501,8.2,16.0
2012,Developing,62.5,29.0,8,0.01,62.484,8.0,35,Overweight,12,8.0,3.36,8.0,1.2,1364.284,383239.0,0.491,7.8,16.4
2011,Developing,62.2,212.0,8,0.01,79.277,75.0,234,Overweight,12,73.0,2.87,75.0,1.2,1393.262,3717672.0,0.487,7.7,16.8
2010,Developing,62.0,214.0,8,0.01,8.353,64.0,1292,Overweight,12,52.0,3.28,64.0,1.2,123.384,369543.0,0.484,7.6,17.2
2009,Developing,61.7,215.0,8,0.01,11.145,64.0,322,Overweight,12,63.0,3.79,64.0,1.2,146.839,356288.0,0.476,7.1,17.6
2008,Developing,61.4,217.0,8,0.02,61.763,74.0,4,Overweight,12,73.0,3.23,74.0,1.3,1167.536,347541.0,0.475,7.2,18.1
2007,Developing,61.2,219.0,8,0.02,7.354,74.0,11,Overweight,12,75.0,3.54,75.0,1.3,113.313,3312665.0,0.475,7.4,18.5
2006,Developing,69.0,221.0,8,0.01,55.798,68.0,22,Normal,12,68.0,3.21,68.0,1.3,944.135,322653.0,0.466,7.2,19.0
2005,Developing,66.0,223.0,8,0.01,55.122,42.0,127,Normal,12,71.0,4.21,71.0,1.3,697.745,31372.0,0.461,7.2,19.4
2014,Developing,74.2,148.0,0,0.01,115.278,97.0,0,Obese,0,98.0,4.81,97.0,0.1,1153.938,126934.0,0.769,14.7,13.9
2013,Developing,74.1,147.0,0,0.01,917.468,98.0,0,Obese,0,98.0,4.82,98.0,0.1,9637.265,1258653.0,0.765,14.7,14.0
2012,Developing,73.9,154.0,0,0.01,915.186,98.0,0,Obese,0,98.0,4.76,98.0,0.1,9291.228,1255882.0,0.756,14.3,14.1
2011,Developing,73.6,158.0,0,3.03,918.807,98.0,2,Obese,0,98.0,5.2,98.0,0.1,9197.27,125244.0,0.748,14.1,14.2
2010,Developing,73.3,163.0,0,2.95,0.108,99.0,12,Underweight,0,99.0,5.29,99.0,0.2,8.376,1254.0,0.74,14.0,14.4
2009,Developing,72.8,166.0,0,2.83,624.236,99.0,15,Underweight,0,99.0,4.97,99.0,0.1,7318.126,1247429.0,0.734,13.8,14.6
2008,Developing,72.7,166.0,0,2.49,6.649,99.0,12,Overweight,0,99.0,4.6,99.0,0.1,83.635,1244121.0,0.728,13.6,14.7
2007,Developing,72.9,161.0,0,3.24,582.514,97.0,13,Overweight,0,96.0,4.24,97.0,0.1,6574.654,123963.0,0.72,13.5,14.9
2006,Developing,71.8,165.0,0,3.73,502.384,97.0,3,Overweight,0,98.0,4.38,97.0,0.1,5695.969,1233996.0,0.713,13.4,15.1
2005,Developing,72.1,168.0,0,3.94,479.923,97.0,7,Overweight,0,97.0,4.47,97.0,0.1,5116.454,1228254.0,0.704,13.0,15.3
2004,Developing,71.9,168.0,0,4.16,509.39,98.0,28,Overweight,0,98.0,4.29,98.0,0.1,5229.877,12213.0,0.696,12.8,15.5
2003,Developing,71.5,174.0,0,4.08,407.779,97.0,777,Overweight,0,99.0,4.15,99.0,0.1,4623.348,121337.0,0.687,12.6,15.7
2002,Developing,71.5,179.0,0,4.14,369.632,88.0,0,Overweight,0,88.0,4.24,88.0,0.1,3957.513,124621.0,0.683,12.5,15.8
2001,Developing,71.5,177.0,0,4.38,70.155,92.0,0,Overweight,0,93.0,3.87,92.0,0.1,3792.182,1196287.0,0.673,12.2,16.0
2000,Developing,71.0,177.0,0,4.6,336.321,88.0,0,Overweight,0,88.0,3.78,88.0,0.1,3861.324,1186873.0,0.667,12.1,16.2
2014,Developing,76.6,122.0,31,5.26,168.174,84.0,3,Obese,36,87.0,6.3,87.0,0.1,1452.278,1242216.0,0.754,13.1,3.1
2013,Developing,76.6,12.0,32,5.23,150.409,82.0,0,Obese,37,83.0,6.3,83.0,0.1,1298.868,122535969.0,0.753,12.9,3.1
2012,Developing,76.3,123.0,33,5.29,112.696,99.0,0,Obese,38,99.0,6.21,99.0,0.1,982.533,1282837.0,0.748,12.7,3.1
2011,Developing,76.1,124.0,34,5.3,1117.196,98.0,3,Underweight,39,97.0,6.4,97.0,0.1,9834.473,119917.0,0.745,12.6,3.2
2010,Developing,75.6,127.0,35,5.21,1033.04,93.0,0,Underweight,40,95.0,6.39,95.0,0.1,8959.581,117318941.0,0.739,12.5,3.2
2009,Developing,75.7,13.0,36,5.27,881.736,95.0,0,Obese,42,95.0,6.6,95.0,0.1,7748.123,11555228.0,0.738,12.5,3.3
2008,Developing,75.6,127.0,37,5.36,159.877,97.0,0,Obese,43,96.0,6.6,96.0,0.1,9689.529,11366189.0,0.735,12.3,3.3
2007,Developing,76.0,123.0,38,5.35,105.748,98.0,0,Obese,45,98.0,5.92,98.0,0.1,933.342,111836346.0,0.731,12.3,3.4
2006,Developing,75.8,125.0,40,5.11,980.254,98.0,23,Obese,47,98.0,5.83,98.0,0.1,8767.923,1192378.0,0.723,12.2,3.5
2005,Developing,75.3,126.0,42,4.93,998.35,98.0,6,Obese,49,98.0,6.4,98.0,0.1,7986.798,18472228.0,0.719,12.2,3.5
2004,Developing,75.4,124.0,44,4.9,920.828,98.0,64,Obese,52,98.0,6.11,98.0,0.1,7199.597,16995583.0,0.714,12.1,3.6
2003,Developing,75.0,127.0,46,4.88,781.206,98.0,44,Obese,55,98.0,6.2,98.0,0.1,6751.999,1564453.0,0.708,11.9,3.7
2002,Developing,75.0,127.0,49,4.77,12.186,97.0,0,Obese,58,98.0,5.52,97.0,0.1,716.822,1435568.0,0.703,11.6,3.7
2001,Developing,75.0,126.0,52,4.86,13.311,97.0,3,Obese,62,97.0,5.35,97.0,0.1,731.379,136768.0,0.7,11.6,3.8
2000,Developing,74.8,129.0,55,4.99,10.228,97.0,30,Obese,66,97.0,4.98,97.0,0.1,672.921,11719673.0,0.694,11.4,3.9
2014,Developing,68.4,225.0,1,0.01,281.002,99.0,0,Obese,1,99.0,4.73,99.0,0.1,4181.583,2923896.0,0.729,14.8,4.5
2013,Developing,68.1,227.0,1,0.01,241.196,98.0,0,Underweight,1,98.0,4.21,98.0,0.1,4385.379,286917.0,0.72,14.7,4.5
